0,875658434723311
-0,346278755926787
0,316469034027482
-0,567983460079367
0,0260250605249063
-1,46066552745506
0,258296465559539
0,781852103539368
-1,2981481456497
0,471595519626592
-0,376098094252019
0,899587055315872
-1,28704024103057
-0,456649707976528
0,100454964670295
-0,00829534230504965
0,433335415227498
-0,0611468243123038
-0,86265578355117
1,12377140462414
1,34265260185963
0,746984559252678
0,71534958053862
0,443869931920677
0,613675089279709
-1,88851160797905
1,98032173282446
0,295945142748864
-1,92368104217119
0,131461876718904
0,940826125604584
1,54129704748367
0,23605276874672
0,304173756806914
0,316118950052624
-1,29542012412258
1,05713690931651
-0,222116848030864
-0,859541412894885
-0,263985556337568
2,40924259828682
1,26060754971849
0,124260371224713
-1,96320097357503
-0,105303535463062
-2,29694574179498
1,633535137993
-0,304095457437049
-2,85754557719143
-1,1811381004103
-0,23748653350005
-0,138186338261918
-0,475132989287017
-0,127979672707103
0,707817038799282
-1,66931573656186
0,617501414606585
1,1768347983715
-1,81191605142226
1,63187430800332
2,50349306253396
0,932850054067446
-0,393531553751992
0,444231506402513
-0,0866022436770522
-1,18361770060934
0,739984660834176
0,0940270278756253
0,00172435541697094
-1,35226678489291
-0,197354464417954
-0,861957680369708
0,696892279990433
0,371264787098051
0,723717659583184
-0,280553239994009
-0,0365388351662731
0,276059019042207
0,52940429445794
-0,485081158338618
-0,194727076452871
-1,03074719901881
-0,73956221265589
-1,06146480909372
0,738836972412399
-1,25053561525757
0,798325587734695
0,779848467144918
-0,201783306522896
0,777509365004677
-1,64217890950046
-1,76515947643308
0,442620892890978
2,20256176627699
-0,752351373492481
3,86094567201844
-1,94967142207058
0,765645204152436
3,23606559762519
2,8897460538349
1,39199281087497
1,05806743661626
-1,08522865687973
-0,466627668716
1,17069927974145
-2,34792244511312
2,22218649986266
1,34974753941038
-2,60389309688958
-0,747979419441056
0,15119603888653
0,357335142492007
-0,696921392202806
0,554307219364823
0,511119199689068
-0,389006119868255
0,336614959564346
-0,513452983234754
0,612036297848465
0,4617435724762
-0,886795226431822
0,297581921004496
-0,273456867445939
-0,666753122427852
0,544660862323205
0,662096375442155
0,896082538131663
-0,213988773158746
0,149182936711788
0,84924414094968
0,858517577805797
0,0191621291540387
0,282313829885011
-0,805651866740385
-0,70739884381527
-0,505153607346655
-0,380714140544047
0,676374853437941
-0,830144102606058
-0,383266414228485
-2,62648834080327
-2,39788296794003
1,09694935650714
1,9921739884581
0,0192398120187055
0,552542515290377
-0,975080887439181
-0,0555087837402011
1,63065295906482
3,38737214716034
1,70753368446747
-0,548312752038094
-0,947825870873793
-0,802070103868568
0,456352047275656
-1,95633607323329
2,33637323294562
1,76380286935068
-1,4457965258287
-1,41551056921377
0,620494529015586
-2,57247221583488
-0,208425049342793
2,2575031006297
-4,93285376994512
2,13689391701953
-3,58724433792946
-0,567177888996442
5,39249609427648
1,29370765694919
1,97513569523072
-1,26625337131951
-0,190108737572526
2,93736333520685
-4,67808393420537
2,76534610192224
-3,54435309257415
1,18262216710616
6,05931786681965
1,74159932650564
0,808053497654382
-1,71806350144806
0,879449516437311
3,48015558958717
-4,7045840046853
3,48899541965788
-2,97536625921364
0,0744038496699954
5,10328677672586
1,64530024162604
-2,45426418748391
-5,70415576494149
0,510853672475754
-0,53092736707138
-0,737303019030575
-0,168514260742617
-0,103232499965188
0,889677962859851
-2,48718293478635
3,30602478775676
1,17515019852235
-0,193954839667925
0,145857890248697
-0,950582674125174
0,853880609224235
-2,00345338476269
1,13984505747402
1,23914982085182
-1,57446375101852
-1,22824752087261
2,21859643725515
-0,0267780598786311
1,82789626107235
1,78144167966615
-1,16314689260422
-0,586236855395189
1,57615954888591
0,329044472000975
-0,390188360984037
1,11196891743795
2,85690774915498
-0,0977576513707195
1,03104475145059
