1,81666363821548
-0,836977678240935
-0,780838498385023
1,91503610285484
-0,0102979025116441
-0,378609275837224
1,08103750704384
3,11791545404857
-0,16878107835377
-0,031555232110545
1,57866567035482
-1,15393391069042
-1,91898798856366
2,39087113770016
0,57152495781396
0,524469760275219
-0,0532443578741261
-1,32390189461182
-2,40066228130446
1,47347624234843
1,63529283917873
0,17556295537254
2,31698460978238
-0,987963893108932
-0,248188394864616
0,677168336790534
2,32731402975387
0,895073241580442
-0,914817168065685
1,12344454370864
-1,03674094189847
-1,03332470544567
-1,51355368906107
2,16589471556231
1,30956220005367
-1,4263571931057
0,461818215649204
1,64763666483663
0,922939860213304
-1,22203911750239
0,514652572857056
0,850599048489565
-0,133614640833396
0,83082059029317
-0,598024042546913
-1,33444980227653
-1,41249563915101
0,646153401418661
0,965011561273137
-0,158435175734775
-0,429710233318484
-0,827463962057356
-0,904804847158866
0,768512850519508
-0,374897723726415
0,332798486264794
0,930707155694583
-1,26257485142378
-0,79944742756139
0,134049043034488
-1,49663982646351
1,26255042114866
-0,692001108210487
0,802283733392805
0,890105373505777
-1,03007872179913
-0,431809425955506
-1,57494432429789
-2,88910107856423
1,15280810232577
3,61877764369856
-1,01924830920409
3,36581621775964
-1,19270417009748
1,18457992334252
2,84517030024684
2,99392168372122
0,61589200598056
-0,661536186503921
-0,64168180465512
-0,129970768015981
-0,955998867723002
-1,35726645378044
2,02588757258824
1,06733659580905
-2,02082026051177
0,808828962409037
-4,59101171599875
0,29878786210092
-3,9853064154951
-2,17092474744379
1,58297587703947
1,72513274714238
-3,45686078978334
1,08565769946424
1,13711550112241
0,925435789039927
-4,26697633351452
1,05190765150276
-3,27902647418419
-1,33746952016076
1,55266611039429
1,67486180452528
-3,04009384420228
0,661867726416629
1,2501462909996
-1,8009501518797
-2,68799581262302
2,06707656110997
-3,0181718334655
-1,67333561033019
0,613712253983525
3,24526803104026
-4,3023246902913
0,233258876241539
1,96075413069986
-0,0451315326658259
3,61560091903792
-0,323057799030796
1,8496091550191
-1,79291688694396
0,604217209550983
-2,03557272849389
1,75693507693874
1,762767770519
-3,30306723326818
-1,3851525174771
-2,38735214480617
-6,87195238091484
1,4798777747198
-1,25361064393161
2,9187255093647
-4,57655224790689
-4,98919855428976
3,36183877360882
-3,34335509835638
-2,45759261173873
-2,37158391114787
-4,20007706460253
-1,99332689552928
-2,31029680840693
4,69133537762149
-5,87481427854124
-4,70405923711031
-1,52942459139339
1,86071913396991
2,05005474410045
-5,76257803866767
0,958151978887458
0,779557955905455
-4,83473145226501
-1,91370497850976
-3,64931408505982
-2,74817187785224
-3,38490106074848
1,87513134360507
-2,52820572604092
-4,08926985972241
-2,42881335246665
0,0941264191050757
-6,2595180637408
1,43617754223554
-6,98892339493058
-5,67086136781759
-3,48137411856692
-4,34435860641279
-0,383498993547658
-4,45599784511869
-5,42177833786291
-2,38864435256366
2,41776027280098
-2,27070052959046
-4,5632701674215
-3,79876150942503
-5,56406229574132
-1,74508646783571
0,635639289496011
1,29727256828585
0,249202486037196
-0,21004207717024
-0,921308214183268
0,082783459165238
-1,79252588427495
2,18054857813743
0,375227556953901
-2,52610444027589
-0,180512114298872
17,6866350694292
14,3468979305611
2,73012213911852
4,84872201258321
-6,83395029788764
